UCSC_RefGene_Name	probe_id	pt_113N	pt_113T	pt_116N	pt_116T	pt_119N	pt_119T	pt_122N	pt_122T	pt_125N	pt_125T	pt_129N	pt_129T	pt_133N	pt_133T	pt_134N	pt_134T	pt_135N	pt_135T	pt_137N	pt_137T	pt_138N	pt_138T	pt_140N	pt_140T	UCSC_RefGene_Group
GGT1	cg06494464	0.888606044	0.896749649	0.871891302	0.847195943	0.891295454	0.754840395	0.542880339	0.887369964	0.851967759	0.887159979	0.852441167	0.856077194	0.606689754	0.88191754	0.874001559	0.828832049	0.884166264	0.889183306	0.782800225	0.907706604	0.89685545	0.838587524	0.883151895	0.895966227	5'UTR
GGT1	cg07350057	0.501267464	0.864372765	0.64900117	0.823440703	0.524565496	0.869784712	0.727365268	0.845319802	0.680457828	0.861276007	0.863465037	0.850650863	0.729379282	0.868187571	0.650939253	0.8914934	0.657169692	0.806062879	0.847463049	0.863662117	0.56196429	0.797479105	0.506680416	0.854383267	TSS200
GGT1	cg07858489	0.57995505	0.528738341	0.538515054	0.341913796	0.569537757	0.525731971	0.617580351	0.407158729	0.550179001	0.372891383	0.655650544	0.527338651	0.610647208	0.597726564	0.567420045	0.583755926	0.570011116	0.588639562	0.615603587	0.389622434	0.58363576	0.508154067	0.632415106	0.366854242	5'UTR
GGT1	cg08808123	0.621638598	0.5973555	0.636437407	0.714431335	0.612758453	0.675852547	0.642796512	0.74192316	0.635435114	0.484727229	0.641308298	0.638213932	0.59547256	0.578758073	0.624100894	0.606460483	0.605843533	0.603419583	0.633969911	0.574515537	0.627464766	0.674622785	0.648089974	0.556693478	TSS200
GGT1	cg09338412	0.46136984	0.703848197	0.52270881	0.575606836	0.480883899	0.614273991	0.622524749	0.693031662	0.511338314	0.653347918	0.701463835	0.685595237	0.578152226	0.724973083	0.556228811	0.707956363	0.535701779	0.593595322	0.66220767	0.659237991	0.487199412	0.522829502	0.477330311	0.643906126	TSS200
GGT1	cg09598276	0.394213794	0.517842416	0.446888161	0.370138256	0.4233794	0.53581461	0.615099829	0.450409483	0.44931209	0.355242234	0.622125632	0.527515226	0.550868736	0.564144258	0.460764336	0.532759464	0.459742754	0.504120378	0.594863198	0.430904421	0.390878122	0.370637282	0.334628168	0.383599832	TSS200
GGT1	cg13382768	0.545492238	0.794036654	0.671200115	0.837680833	0.575015196	0.82753226	0.715023851	0.828270005	0.635572813	0.848737214	0.785735479	0.839066474	0.681551182	0.816234719	0.674698242	0.809869339	0.677866902	0.769496316	0.806141066	0.713983725	0.685321358	0.782005454	0.623950466	0.785494439	TSS1500
GGT1	cg13825083	0.482036378	0.820311427	0.602076738	0.822614743	0.46869278	0.818147332	0.689979923	0.806429143	0.626061379	0.84632367	0.763105926	0.811280286	0.635111108	0.797595275	0.578962107	0.839381738	0.534574784	0.729303131	0.810586458	0.769153946	0.612361012	0.829157614	0.585949179	0.812399137	TSS1500
GGT1	cg15255537	0.471552124	0.427411659	0.406573829	0.252773813	0.461504984	0.367807749	0.487906703	0.305602636	0.436294412	0.303344181	0.488374205	0.352059738	0.473256777	0.416280576	0.441577173	0.412942057	0.44669542	0.419736991	0.471736074	0.27473964	0.464646781	0.30391519	0.504437011	0.304256156	5'UTR
GGT1	cg15363607	0.734141688	0.686237034	0.727068173	0.859270552	0.765584037	0.841571112	0.752043743	0.777821229	0.751278973	0.484049729	0.796466826	0.712776157	0.796241477	0.699808564	0.766671658	0.774675614	0.747473167	0.677087536	0.761754506	0.715141334	0.661156525	0.72595446	0.737020502	0.608633316	TSS1500
GGT1	cg20638429	0.45728699	0.631176651	0.454639832	0.455711386	0.444841645	0.607007962	0.645636916	0.591928532	0.470618031	0.572305518	0.659313812	0.65906756	0.581879675	0.691832596	0.480374282	0.681824913	0.537897488	0.641812376	0.636487744	0.667553562	0.411588048	0.498292247	0.399458292	0.653501683	TSS200
GGT1	cg20760467	0.60158714	0.543253163	0.584039014	0.464202827	0.591067238	0.546230564	0.610052231	0.472355172	0.572593953	0.423804975	0.686097218	0.605380619	0.613336648	0.62101878	0.598690239	0.628895515	0.616347023	0.623075006	0.632675623	0.447149824	0.61818554	0.524013801	0.637719866	0.431012442	5'UTR
GGT1	cg21881327	0.446203153	0.700387832	0.526976687	0.588302257	0.478996995	0.652070213	0.701570074	0.680086945	0.561056981	0.63740702	0.789199892	0.690258517	0.629718876	0.759210109	0.579417459	0.733592665	0.566514068	0.659353593	0.75077379	0.640852431	0.476314361	0.517568141	0.458372747	0.649270989	TSS200
GGT1	cg22123459	0.403121716	0.449198254	0.482321545	0.4881703	0.428199964	0.282942964	0.429928159	0.494104013	0.509376811	0.421685735	0.500607296	0.512320813	0.434107578	0.440394064	0.522004015	0.391463451	0.4619758	0.438258697	0.453284235	0.566912148	0.595347548	0.385882869	0.604024057	0.413925219	5'UTR
GGT1	cg22764925	0.346471435	0.425382967	0.407207719	0.224833051	0.356547719	0.387125821	0.563287615	0.265883749	0.414902617	0.295425052	0.563271709	0.334067391	0.55691846	0.491333634	0.404450628	0.524179735	0.432165857	0.487005614	0.553012172	0.315248844	0.35010006	0.278558122	0.31027525	0.277920119	5'UTR
GGT1	cg23363526	0.492945674	0.575926818	0.571361035	0.629888633	0.479041804	0.378013588	0.467221505	0.590081025	0.579781596	0.572350559	0.549358464	0.622233001	0.50273293	0.532107578	0.565749101	0.461867023	0.50354558	0.526465547	0.485560351	0.645257042	0.666242453	0.548322339	0.681885129	0.439937285	5'UTR
GGT1	cg23575049	0.687838331	0.61265749	0.718312878	0.594319602	0.70755473	0.697068811	0.598804582	0.644631491	0.664390201	0.486351806	0.616953566	0.675356112	0.642833837	0.649195834	0.702247848	0.666972417	0.716588813	0.611782021	0.622606576	0.55486511	0.733393572	0.71751401	0.736872471	0.635996557	Body
GGT1	cg24159891	0.036582545	0.061254555	0.040834038	0.051632587	0.050367392	0.056360465	0.052556092	0.054305082	0.035604473	0.070458185	0.033731446	0.056773295	0.054343851	0.061349078	0.077116142	0.041110532	0.042235468	0.051484059	0.051569837	0.048895135	0.055413935	0.063475882	0.050354018	0.073046402	5'UTR
GGT1	cg24214883	0.87443795	0.888478079	0.882919595	0.8729634	0.842800297	0.859542927	0.858110355	0.875665252	0.873533933	0.880740559	0.830268877	0.835049677	0.866747589	0.86071886	0.875330609	0.85578634	0.870622626	0.862917063	0.825692762	0.908844353	0.886070869	0.851963988	0.897902887	0.8969448	5'UTR
GGT1	cg25590527	0.478964297	0.838360415	0.558910214	0.838030611	0.526296348	0.857458101	0.750400647	0.811213689	0.639301588	0.818957402	0.801165457	0.815365414	0.687598861	0.847261308	0.652396146	0.870145585	0.651463504	0.758108903	0.795918875	0.802128413	0.66659913	0.857142507	0.643969655	0.84520597	TSS1500
GGT1	cg25979829	0.803554108	0.875365991	0.816785586	0.829890541	0.831130615	0.805356633	0.667732283	0.851933868	0.853893347	0.870178839	0.795663522	0.846947827	0.727056498	0.851044697	0.854525028	0.825092136	0.835252391	0.85623348	0.796026731	0.881388192	0.865482904	0.815181658	0.868921972	0.865108125	TSS1500
KIAA1671	cg01069791	0.07800116	0.081025533	0.084929611	0.059477662	0.090602158	0.058544755	0.095813287	0.0675227	0.065989015	0.066853795	0.085924286	0.080047078	0.073019934	0.10435961	0.077676214	0.078791364	0.088074242	0.090452593	0.100571885	0.071052392	0.085178958	0.089887036	0.090221136	0.067015504	Body
KIAA1671	cg01311341	0.680984309	0.75471832	0.611264453	0.675529923	0.648837762	0.66424381	0.580607905	0.683637153	0.622456163	0.74004243	0.584863716	0.716595101	0.606971824	0.661686182	0.649826467	0.68869061	0.685465096	0.652586044	0.577440682	0.678645623	0.67431554	0.579417459	0.671528163	0.691120789	Body
KIAA1671	cg02076598	0.398271142	0.554561445	0.465439746	0.29990749	0.453873709	0.549348103	0.693863786	0.310005963	0.610730145	0.335459126	0.72021803	0.432622737	0.645771329	0.627053441	0.497689565	0.607494328	0.547924764	0.624516303	0.666226059	0.342547466	0.59598922	0.322853217	0.546653536	0.385871359	TSS200
KIAA1671	cg03220797	0.041000817	0.066338163	0.033104194	0.036883363	0.048837258	0.042321061	0.040739498	0.072642495	0.052167259	0.054589295	0.06032152	0.085641368	0.052240358	0.080999638	0.049922417	0.039361218	0.056156074	0.09576996	0.085552713	0.056528196	0.051421612	0.077954961	0.044085556	0.047399707	Body
KIAA1671	cg04620506	0.059635947	0.045242829	0.042016694	0.039548959	0.038434733	0.05799172	0.052230971	0.043128088	0.052469262	0.044893809	0.055329742	0.071644638	0.05377452	0.073705408	0.067940036	0.056857745	0.06076562	0.053474877	0.069554689	0.047871403	0.063779471	0.056024423	0.04541747	0.044606479	Body
KIAA1671	cg04692156	0.8443735	0.887802631	0.91084548	0.853845366	0.903686472	0.696413193	0.889723398	0.894604011	0.893269251	0.498198558	0.884483956	0.835994291	0.912436759	0.81724893	0.888068838	0.730161226	0.877360633	0.836722137	0.899329373	0.428262381	0.801566789	0.772437901	0.752866814	0.657026965	TSS1500
KIAA1671	cg05179757	0.919305466	0.926874412	0.906980691	0.911798146	0.915104497	0.913192568	0.921288218	0.913974044	0.917943527	0.892345573	0.90238519	0.903797426	0.89087433	0.91193595	0.908231511	0.88203862	0.909272949	0.901011339	0.914234874	0.901692578	0.927758145	0.911855253	0.934336076	0.919002415	3'UTR
KIAA1671	cg06584224	0.670314972	0.785906947	0.740176095	0.762349449	0.655389934	0.542794452	0.439619528	0.776466371	0.693913537	0.784359115	0.531754281	0.666399113	0.511887235	0.579033957	0.617227375	0.480843549	0.553868372	0.614619634	0.519601296	0.764814419	0.800384686	0.672339842	0.817665429	0.744067082	Body
KIAA1671	cg08017202	0.853030393	0.804605486	0.791415075	0.894766341	0.849385647	0.796206569	0.819018063	0.846010887	0.815306725	0.871895126	0.82200395	0.866032303	0.839557869	0.844125645	0.84734446	0.85511867	0.884263134	0.880288339	0.842022747	0.85118495	0.786995473	0.913534883	0.812491357	0.853138781	Body
KIAA1671	cg08820568	0.643366268	0.848224355	0.781611222	0.706704931	0.726409576	0.743619728	0.811868084	0.792051089	0.80991676	0.757395659	0.820523641	0.787762556	0.817543669	0.81934024	0.761522138	0.800961771	0.708874435	0.824289218	0.819965392	0.631421	0.791292891	0.667434547	0.753908141	0.698649671	1stExon
KIAA1671	cg10903726	0.902114372	0.931515675	0.935463071	0.926732045	0.915636263	0.907863549	0.934019861	0.924641785	0.942519665	0.910719759	0.894306095	0.919570125	0.936559186	0.909724284	0.903528114	0.89156972	0.93004283	0.935204201	0.921968329	0.930455796	0.914629725	0.920673767	0.912352127	0.903993827	1stExon
KIAA1671	cg13232176	0.769588276	0.791185746	0.777007594	0.787477341	0.748019782	0.789483304	0.733393572	0.835905968	0.76173282	0.811037972	0.749932042	0.811552275	0.763464463	0.742640817	0.772426631	0.677127516	0.756433943	0.792317785	0.734604475	0.558693036	0.622165982	0.798876389	0.614543449	0.79905606	Body
KIAA1671	cg14022721	0.124390277	0.104957604	0.133715639	0.116089414	0.146743531	0.111352482	0.125688925	0.093188441	0.111147734	0.109007192	0.091398433	0.108408965	0.132343397	0.097806416	0.087444336	0.090809948	0.099153916	0.108680784	0.123969724	0.072270053	0.140037728	0.103666008	0.165737633	0.134601342	Body
KIAA1671	cg14625095	0.866674358	0.879710616	0.88905417	0.863652133	0.878855556	0.882928191	0.868278384	0.863322473	0.840637097	0.861945448	0.773691857	0.844606389	0.853435007	0.810474823	0.865955863	0.765650691	0.835817852	0.82842533	0.836684524	0.886647561	0.858751326	0.847705707	0.873208258	0.89397402	3'UTR
KIAA1671	cg14966613	0.46553582	0.657203243	0.488902063	0.360504427	0.52781719	0.656607512	0.794540978	0.379321522	0.6107045	0.390198344	0.698133261	0.477064324	0.688977762	0.620301169	0.557558187	0.624992838	0.561957522	0.603971069	0.706673133	0.367131324	0.531505474	0.407506059	0.509361191	0.393726406	TSS1500
KIAA1671	cg16626480	0.571375432	0.567783301	0.497758937	0.557738972	0.536560494	0.500610807	0.505108538	0.495375445	0.468105599	0.559832896	0.457720049	0.467028937	0.468594484	0.492962086	0.500243536	0.525240592	0.545251598	0.486809719	0.475944479	0.569850517	0.550038102	0.479463671	0.585498937	0.576671853	Body
KIAA1671	cg17889356	0.841167201	0.902366797	0.864155022	0.771612294	0.823380077	0.826583911	0.896811406	0.866616492	0.900210586	0.772199031	0.864564932	0.88367368	0.887721937	0.830069138	0.869871142	0.854452155	0.839841717	0.85951915	0.888682448	0.799578893	0.903920601	0.82752601	0.885530356	0.725910718	TSS1500
KIAA1671	cg19707653	0.237947197	0.368037739	0.565855391	0.699761102	0.397537257	0.764398084	0.640432594	0.753105561	0.420267092	0.197085428	0.590140782	0.503370276	0.633294168	0.452935975	0.419565631	0.249327993	0.485592127	0.471300149	0.393461687	0.531964757	0.773837322	0.467149969	0.717283886	0.623064074	Body
KIAA1671	cg19861606	0.894213117	0.922561926	0.900973013	0.894818984	0.845176304	0.905280264	0.903130722	0.857957362	0.888391615	0.917978041	0.880537286	0.899390659	0.916271174	0.890809305	0.901084963	0.882799516	0.910886551	0.913153573	0.91598154	0.92216519	0.911068193	0.906244468	0.881259664	0.899779441	Body
KIAA1671	cg20486417	0.776000172	0.833701488	0.775928879	0.75888818	0.752460527	0.738885196	0.715389635	0.784011847	0.765745305	0.815704492	0.755989596	0.784705279	0.789050534	0.776102025	0.806757988	0.748272844	0.80077638	0.797959054	0.76764302	0.783832502	0.809173802	0.738984792	0.812643922	0.814684444	Body
KIAA1671	cg22208541	0.92799066	0.921856921	0.91925393	0.92122915	0.909930745	0.928005239	0.910202613	0.89217265	0.911388407	0.917974336	0.884067037	0.897428882	0.9222957	0.904968637	0.893646378	0.871675272	0.91383739	0.915484549	0.930823875	0.911615903	0.926594775	0.908647475	0.929510646	0.923120382	Body
KIAA1671	cg22997262	0.389073955	0.488935717	0.497785224	0.2804212	0.413606959	0.61794055	0.716552739	0.403620757	0.516543667	0.37735922	0.707104142	0.450969145	0.667824529	0.614376385	0.475157331	0.643170615	0.499503608	0.608028586	0.688353611	0.402397868	0.426226399	0.3656432	0.359537571	0.46962219	Body
KIAA1671	cg24173629	0.734707725	0.855200854	0.719029445	0.843867417	0.799674432	0.84587826	0.680508629	0.80647271	0.662714595	0.875808116	0.678194027	0.837122883	0.697371496	0.797960754	0.68737372	0.808526109	0.833898223	0.842266412	0.749519704	0.815480767	0.695608016	0.842671007	0.770242656	0.825514343	Body
KIAA1671	cg24406917	0.129289051	0.190748215	0.164610315	0.102954884	0.210971174	0.112318846	0.157845367	0.099439906	0.17674465	0.121631001	0.182158912	0.183876002	0.114757409	0.18310072	0.192680448	0.115403476	0.286730554	0.245372744	0.318192816	0.11920158	0.180873241	0.164118847	0.142170619	0.162977518	Body
KIAA1671	cg26492686	0.765127952	0.837589337	0.819637582	0.807691984	0.759385377	0.820949938	0.814918602	0.824338992	0.796603923	0.819662667	0.704958217	0.805315478	0.80904984	0.760865164	0.81846124	0.739268612	0.76146484	0.762104001	0.780559073	0.852581416	0.84148719	0.799019933	0.784970697	0.862598283	1stExon
KIAA1671	cg26494782	0.787735696	0.864488688	0.826175402	0.863418467	0.815315327	0.848747905	0.820705916	0.862041485	0.860514705	0.850349196	0.730614341	0.827571278	0.841895031	0.812648518	0.810356821	0.773079135	0.816655698	0.848936827	0.796622895	0.823159709	0.865936949	0.824472771	0.846636138	0.86842504	1stExon
ADRBK2	cg05291427	0.040383198	0.059841358	0.067375934	0.032564631	0.033377915	0.05755968	0.050720657	0.042998643	0.03731299	0.043872439	0.030762743	0.028508705	0.049704283	0.044290952	0.051851619	0.03908004	0.035404915	0.044203938	0.031525115	0.043006312	0.050244376	0.037919537	0.034402802	0.029952859	TSS200
ADRBK2	cg05882426	0.092294228	0.13067357	0.115504538	0.265180368	0.123014985	0.192291852	0.093558115	0.273887494	0.104535018	0.30241686	0.101062485	0.225152443	0.094971875	0.232516234	0.095922418	0.187443876	0.128901069	0.191317607	0.118282766	0.440210054	0.13525697	0.284262259	0.167660365	0.387072162	1stExon
ADRBK2	cg06324785	0.117139216	0.249365501	0.216362951	0.424115872	0.228626652	0.237392235	0.155289742	0.331344897	0.162502473	0.530311554	0.14257602	0.374140039	0.135752454	0.238944174	0.178083597	0.230509877	0.146361169	0.248332565	0.255023243	0.593805809	0.311468286	0.369112664	0.211049278	0.509014157	TSS1500
ADRBK2	cg13242661	0.079756744	0.08634615	0.130872597	0.388378067	0.090706251	0.245833271	0.093632921	0.237847807	0.109760344	0.341682115	0.144763628	0.265247425	0.05851803	0.25531878	0.105522865	0.311352025	0.143102386	0.20657371	0.098002061	0.508014934	0.07211567	0.302521461	0.070863059	0.509073699	Body
ADRBK2	cg13472656	0.129324566	0.098501041	0.106021588	0.077244379	0.079877763	0.104394945	0.081082522	0.076500716	0.080684881	0.068852514	0.087275489	0.087912289	0.094639794	0.085955016	0.108311041	0.094571796	0.073469943	0.076472895	0.079391096	0.091013949	0.133419442	0.090699904	0.091119496	0.095243731	TSS200
ADRBK2	cg15154002	0.293683124	0.232629532	0.274423853	0.240071837	0.286849674	0.258371913	0.266269007	0.189601745	0.210346785	0.17320128	0.222517029	0.206988882	0.264146354	0.256892621	0.252206128	0.174993128	0.213160558	0.240444622	0.312102137	0.26469583	0.212634622	0.199813092	0.218996639	0.363458761	Body
ADRBK2	cg18852857	0.863647664	0.894853164	0.899335303	0.900037365	0.878163299	0.923938099	0.826510622	0.895191104	0.898404295	0.882076122	0.883597288	0.890482365	0.867205368	0.862155895	0.899686807	0.895290026	0.891664572	0.888785728	0.855080455	0.883116364	0.840096741	0.873952409	0.871305968	0.8580896	3'UTR
ADRBK2	cg19660720	0.324918718	0.253160314	0.308945913	0.260001592	0.295023782	0.169197353	0.25973707	0.203918901	0.28404345	0.237761467	0.268997059	0.192092866	0.279756474	0.216993024	0.266869103	0.159797313	0.239267822	0.206242848	0.276278743	0.422302624	0.406684685	0.225083719	0.427807975	0.195838929	TSS1500
ADRBK2	cg21025551	0.050044016	0.043343101	0.048666575	0.043619771	0.053068012	0.054593349	0.028487252	0.041019283	0.044613168	0.049106253	0.042461354	0.064048107	0.039289419	0.040885596	0.030069704	0.038847743	0.035002063	0.036915623	0.039640423	0.02839089	0.04486575	0.043621184	0.043944432	0.039905546	TSS200
ADRBK2	cg23375190	0.088135966	0.067913331	0.053438175	0.085990884	0.070366179	0.062473261	0.055047813	0.072816228	0.046395057	0.070978322	0.064551542	0.071081866	0.050678324	0.071630321	0.054031588	0.065755846	0.070467487	0.062723543	0.074097595	0.079311874	0.072344849	0.056448615	0.058183968	0.05687388	TSS200
ADRBK2	cg24113449	0.117573017	0.188221883	0.150894787	0.19095061	0.163890749	0.172570239	0.124112679	0.212558126	0.121014392	0.197831134	0.106923058	0.201689688	0.102169795	0.176673823	0.150440018	0.161571816	0.120660465	0.154585513	0.13461989	0.300348301	0.124934693	0.219600173	0.156545372	0.286797051	Body
TPST2	cg00089100	0.823917726	0.888411238	0.835688505	0.864246792	0.834539186	0.851437208	0.846758529	0.865574621	0.823476864	0.858366452	0.833324021	0.865625221	0.834255068	0.890312435	0.868118169	0.87281901	0.880292847	0.858742254	0.857555103	0.85796036	0.826367888	0.830959524	0.80923206	0.867558739	3'UTR
TPST2	cg00149397	0.043585536	0.039967854	0.028896664	0.041758776	0.031928883	0.050714078	0.050838456	0.012856547	0.042971514	0.055738473	0.05204829	0.05036471	0.049131673	0.042478124	0.033919258	0.038080411	0.058526562	0.039106276	0.052165341	0.036141556	0.035637207	0.037769587	0.05727383	0.02860974	TSS200
TPST2	cg00502618	0.878992944	0.905975814	0.874928353	0.890841669	0.890621898	0.87990893	0.865040982	0.895892239	0.880058806	0.884549051	0.893597124	0.908639679	0.875751954	0.882315717	0.877582934	0.907326144	0.902535261	0.890067957	0.877238449	0.868558566	0.909605329	0.878649863	0.861814495	0.894601001	5'UTR
TPST2	cg02370373	0.072436117	0.02644974	0.035342751	0.033792007	0.047410322	0.047964098	0.057048184	0.036541277	0.058551449	0.058840727	0.034439464	0.05406093	0.029416533	0.036669127	0.048572823	0.055641824	0.050351019	0.044029592	0.05521728	0.045641029	0.052509813	0.043013138	0.047273027	0.064280589	5'UTR
TPST2	cg03025148	0.94210825	0.933889034	0.929827461	0.92042827	0.927287268	0.905817265	0.897780068	0.926949074	0.931724437	0.945928248	0.933181571	0.913281464	0.927798691	0.93135443	0.926377071	0.942508128	0.933480116	0.926971601	0.936547182	0.918736758	0.919221032	0.923110829	0.931997449	0.931923111	Body
TPST2	cg05873732	0.104599116	0.061535969	0.067163191	0.066209644	0.058799272	0.070357359	0.074366724	0.065211046	0.06550782	0.061255962	0.067221977	0.045246316	0.073092159	0.063156192	0.05555732	0.057967892	0.070241727	0.074527182	0.071363915	0.052858611	0.071684831	0.068932346	0.078990445	0.064463972	TSS200
TPST2	cg07255019	0.424232743	0.262619355	0.423972532	0.363026019	0.353915368	0.192383986	0.285373376	0.256705674	0.399113303	0.267051951	0.245040497	0.2752968	0.317653147	0.304388386	0.388118929	0.223658725	0.344519673	0.287568884	0.304503186	0.256959669	0.479138987	0.486995172	0.568421397	0.455326655	5'UTR
TPST2	cg09243400	0.080699489	0.055366614	0.06778783	0.073987402	0.073216727	0.041160678	0.095654355	0.060335272	0.065221621	0.052976883	0.061956129	0.071515602	0.067780846	0.073757371	0.070069779	0.069341704	0.071528435	0.059759326	0.060118698	0.057896152	0.069510646	0.083501545	0.10034614	0.072077637	TSS200
TPST2	cg09856467	0.782167215	0.775865392	0.748282316	0.803688026	0.766429639	0.578536347	0.458632204	0.777789515	0.740317704	0.831443493	0.589099635	0.696779958	0.532121313	0.765989962	0.721099559	0.67086094	0.745673276	0.712172687	0.513762842	0.849224423	0.829913623	0.734246368	0.862626121	0.841341613	5'UTR
TPST2	cg13657092	0.077155169	0.05951107	0.028015655	0.078123702	0.076055513	0.069485526	0.067705034	0.066539746	0.084639367	0.067900888	0.072418816	0.063971825	0.079282356	0.062758196	0.112588741	0.072331745	0.079099314	0.067638857	0.066107426	0.09942808	0.091880933	0.069694168	0.125937782	0.081093775	TSS1500
TPST2	cg15130481	0.873609357	0.908832221	0.87969357	0.894964892	0.880912868	0.875991485	0.872989468	0.881749386	0.892985504	0.91281773	0.901242749	0.895496967	0.887673204	0.922702758	0.884464006	0.90998589	0.89369183	0.897207374	0.882470457	0.884450699	0.886513744	0.88297635	0.881906611	0.891154898	Body
TPST2	cg15333769	0.8849651	0.917321086	0.887031869	0.891438808	0.892706381	0.897016104	0.875846167	0.884737188	0.902293134	0.906006315	0.907266139	0.901106973	0.88619594	0.910149177	0.898743757	0.922167113	0.897582696	0.899726624	0.866562918	0.902809311	0.889674255	0.881377355	0.891792352	0.896593239	5'UTR
TPST2	cg15788059	0.749228196	0.895511415	0.836356613	0.846477145	0.838256103	0.84745037	0.865762534	0.887691432	0.81751184	0.878787967	0.894884957	0.874508243	0.833601191	0.892934564	0.845880801	0.902626706	0.884266053	0.889677556	0.857274305	0.880129147	0.712427408	0.843221962	0.778218508	0.807345194	5'UTR
TPST2	cg15796173	0.872967359	0.91861025	0.885461281	0.877669577	0.871692512	0.891777765	0.877872111	0.878506083	0.905266897	0.892268575	0.902265503	0.894588254	0.884265197	0.922911679	0.904784103	0.921170989	0.896894244	0.909235826	0.891279964	0.884689099	0.899797422	0.911481922	0.903227959	0.909028398	Body
TPST2	cg15862271	0.964283818	0.975920809	0.955717694	0.954797447	0.962015837	0.964489854	0.953652572	0.963363794	0.969861122	0.960927955	0.956877231	0.957594078	0.963892607	0.968695831	0.963867618	0.970905762	0.970221448	0.971468002	0.96844912	0.96714106	0.966532579	0.960613313	0.969031214	0.966445408	Body
TPST2	cg17133446	0.528018655	0.872326105	0.791464279	0.67388954	0.715183028	0.917600985	0.826113733	0.875437381	0.830136307	0.759988073	0.917971322	0.872919931	0.786886765	0.86343682	0.803902157	0.891826787	0.83121717	0.868212719	0.824498228	0.826140544	0.633489977	0.808901149	0.702155602	0.553009653	5'UTR
TPST2	cg18895476	0.837516229	0.855464815	0.873689882	0.878515814	0.824250302	0.73215381	0.56134446	0.829495475	0.81051273	0.877456898	0.750308392	0.778531259	0.688061384	0.83550142	0.837250859	0.805617126	0.796917051	0.768292057	0.635845574	0.863269526	0.857856781	0.783174552	0.880107233	0.863402783	5'UTR
TPST2	cg19708343	0.044623286	0.041183032	0.059717454	0.043631754	0.053581456	0.044684055	0.054928223	0.043418074	0.047890858	0.048203008	0.055180817	0.058160199	0.039285062	0.049483652	0.048559705	0.04721349	0.04948712	0.044995946	0.050199857	0.054971001	0.057243951	0.049242556	0.055753404	0.061658012	TSS200
TPST2	cg21289124	0.813479881	0.898530299	0.850100603	0.836021314	0.86214342	0.834089998	0.855206971	0.881789237	0.863590732	0.872814763	0.891886479	0.886184765	0.874709767	0.906763563	0.863555518	0.904066221	0.87774734	0.900334181	0.903417985	0.869875245	0.792613526	0.833214023	0.823657605	0.86343147	5'UTR
TPST2	cg23365832	0.03523164	0.041151609	0.042883215	0.045202644	0.039216679	0.040852922	0.029412179	0.025872957	0.033759272	0.039665178	0.033302325	0.025870939	0.046379427	0.039527505	0.040326646	0.030954566	0.038767416	0.039553847	0.029095271	0.035816566	0.03890599	0.03059374	0.032104218	0.041187827	5'UTR
TPST2	cg25225340	0.964692484	0.960599711	0.961710074	0.977445931	0.943865135	0.970159415	0.977846325	0.963666429	0.962025368	0.967579665	0.970968961	0.958982995	0.967478639	0.956163018	0.958022984	0.966678509	0.963311371	0.954897946	0.95887871	0.961183919	0.94386825	0.96197203	0.951516673	0.961772658	Body
TPST2	cg25635000	0.876857773	0.890279139	0.875443019	0.87175974	0.871153734	0.893205033	0.865507502	0.885025255	0.888347305	0.912776234	0.8920637	0.901090869	0.884938034	0.920623487	0.886159087	0.91055705	0.89795233	0.902752172	0.910248388	0.885477529	0.875206628	0.868086237	0.876053578	0.798453889	5'UTR
TPST2	cg25714060	0.631371774	0.690028241	0.601209229	0.641177276	0.601145747	0.579836027	0.572302714	0.629348919	0.622735396	0.646118476	0.598816266	0.622034235	0.571737271	0.613677518	0.630832282	0.599948502	0.603260942	0.598420092	0.571060546	0.627540051	0.635394625	0.54753325	0.635659483	0.690566702	5'UTR
TPST2	cg27445278	0.548645533	0.855124276	0.767043964	0.663215395	0.709717446	0.902565093	0.836670982	0.873099838	0.752878413	0.776700262	0.880034114	0.872749464	0.784773889	0.871080634	0.807432646	0.888009251	0.83749702	0.890207119	0.828934223	0.831528117	0.644507467	0.783828764	0.6990553	0.611254792	5'UTR
XBP1	cg00742649	0.627547181	0.73434594	0.62565952	0.781280332	0.604836291	0.621548459	0.385319574	0.778054141	0.5436853	0.730566569	0.494813211	0.780221937	0.436617762	0.734637231	0.577196927	0.715084834	0.575426556	0.720278076	0.478798553	0.739289098	0.356077416	0.741183933	0.348802781	0.781502809	3'UTR
XBP1	cg02145211	0.15879826	0.099480728	0.093666118	0.088185748	0.105456998	0.088797227	0.143339264	0.099529413	0.073368415	0.059667349	0.114766777	0.092421546	0.129957149	0.080366444	0.124176226	0.099476665	0.09464816	0.081036675	0.096264043	0.070480412	0.186086946	0.105936506	0.173928118	0.093635404	Body
XBP1	cg03264670	0.038593885	0.031996893	0.031880841	0.023928536	0.035737989	0.029978963	0.030480857	0.0430551	0.033398425	0.024597098	0.036150395	0.026141774	0.024686235	0.036656142	0.023100073	0.028462384	0.029422292	0.034195599	0.030732572	0.034285743	0.032498702	0.030720907	0.033865845	0.026712847	TSS200
XBP1	cg09610675	0.058388235	0.057110853	0.060861089	0.050530594	0.051257062	0.038250437	0.0727541	0.062742144	0.063516372	0.038765392	0.056462578	0.056470829	0.050034739	0.046501338	0.047845036	0.043168133	0.044214311	0.049562555	0.063130851	0.063195102	0.037855748	0.03924755	0.053216514	0.049555248	TSS200
